Nome;Email;Telefone;Idade;Estado;Faixa Etária;Válido
Daniela costa;gustavo.araujo@gmail.com;(95) 94247-7926;68.0;PR;Idoso;True
Igor araujo;daniela.almeida@gmail.com;(21) 95643-5902;26.0;GO;Jovem;True
Daniela nascimento;gustavo.ribeiro@gmail.com;(94) 99665-5262;18.0;RJ;Jovem;True
Gustavo pereira;juliana.araujo@gmail.com;(25) 98709-6425;37.0;BA;Adulto;True
Daniela silva;carlos.ribeiro@gmail.com;(62) 91144-3558;18.0;MG;Jovem;True
Eduardo oliveira;bruno.almeida@gmail.com;(88) 92528-2011;37.0;SP;Adulto;True
Igor almeida;gustavo.costa@gmail.com;(63) 93182-3987;49.0;RS;Adulto;True
Carlos costa;helena.oliveira@gmail.com;(54) 94721-1113;68.0;RJ;Idoso;True
Helena lima;daniela.pereira@gmail.com;(43) 90136-9529;76.0;SC;Idoso;True
Juliana silva;igor.oliveira@gmail.com;(70) 92980-8154;18.0;PE;Jovem;True
Daniela ribeiro;carlos.souza@gmail.com;(79) 94929-5459;29.0;PE;Idoso;True
Igor souza;eduardo.ribeiro@gmail.com;(76) 94913-8605;69.0;BA;Idoso;True
Carlos souza;gustavo.nascimento@gmail.com;(92) 96988-7318;53.0;SP;Adulto;True
Eduardo almeida;helena.araujo@gmail.com;(56) 93130-6642;65.0;MG;Idoso;True
Ana almeida;carlos.nascimento@gmail.com;(58) 95876-3532;20.0;PR;Jovem;True
Helena almeida;carlos.almeida@gmail.com;(17) 93072-9449;54.0;BA;Adulto;True
Bruno costa;carlos.nascimento@gmail.com;(11) 96762-7708;53.0;CE;Adulto;True
Bruno lima;fernanda.lima@gmail.com;(48) 98206-2151;31.0;PE;Adulto;True
Eduardo pereira;igor.almeida@gmail.com;(44) 92054-7953;18.0;PR;Jovem;True
Bruno souza;daniela.silva@gmail.com;(40) 93470-8160;34.0;MG;Adulto;True
Helena almeida;daniela.lima@gmail.com;(15) 99253-8110;64.0;RS;Idoso;True
Fernanda souza;eduardo.almeida@gmail.com;(41) 98818-7913;35.0;RJ;Adulto;True
Gustavo ribeiro;fernanda.almeida@gmail.com;(66) 96355-8493;62.0;CE;Idoso;True
Fernanda costa;juliana.ribeiro@gmail.com;(14) 91685-5800;63.0;CE;Idoso;True
Igor lima;gustavo.lima@gmail.com;(33) 97996-1859;60.0;PE;Idoso;True
Gustavo ribeiro;fernanda.oliveira@gmail.com;(26) 98139-6432;25.0;PE;Jovem;True
Gustavo pereira;fernanda.pereira@gmail.com;(67) 99889-4047;42.0;RJ;Adulto;True
Bruno oliveira;juliana.souza@gmail.com;(90) 96273-4367;73.0;RJ;Idoso;True
Gustavo almeida;carlos.ribeiro@gmail.com;(95) 95270-1136;64.0;BA;Idoso;True
Juliana lima;daniela.pereira@gmail.com;(93) 90487-6824;55.0;GO;Adulto;True
Eduardo pereira;daniela.costa@gmail.com;(12) 90657-9807;54.0;PE;Adulto;True
Helena souza;juliana.oliveira@gmail.com;(64) 94024-4833;63.0;RJ;Idoso;True
Carlos ribeiro;bruno.almeida@gmail.com;(52) 98332-8372;74.0;MG;Idoso;True
Bruno ribeiro;gustavo.nascimento@gmail.com;(79) 97391-9667;42.0;SP;Adulto;True
Ana pereira;fernanda.lima@gmail.com;(17) 95322-4067;64.0;MG;Idoso;True
Carlos lima;juliana.oliveira@gmail.com;(43) 92367-4684;68.0;GO;Idoso;True
Bruno pereira;eduardo.silva@gmail.com;(42) 99980-3803;54.0;PE;Adulto;True
Helena oliveira;ana.costa@gmail.com;(72) 96923-1240;34.0;PR;Adulto;True
Bruno almeida;daniela.oliveira@gmail.com;(66) 99114-1218;53.0;PE;Adulto;True
Helena almeida;daniela.silva@gmail.com;(61) 91368-4352;72.0;CE;Idoso;True
Carlos souza;ana.oliveira@gmail.com;(33) 92103-7577;46.0;SC;Adulto;True
Helena silva;helena.ribeiro@gmail.com;(69) 99135-6870;47.0;GO;Adulto;True
Daniela pereira;gustavo.oliveira@gmail.com;(14) 93640-3636;53.0;CE;Adulto;True
Daniela araujo;igor.pereira@gmail.com;(98) 92821-6334;52.0;BA;Adulto;True
Gustavo ribeiro;juliana.ribeiro@gmail.com;(65) 90115-8129;25.0;GO;Jovem;True
Fernanda costa;juliana.nascimento@gmail.com;(41) 90114-6743;74.0;SC;Idoso;True
Carlos silva;eduardo.oliveira@gmail.com;(55) 96877-3164;25.0;RJ;Jovem;True
Gustavo costa;bruno.nascimento@gmail.com;(62) 93870-1234;73.0;SC;Idoso;True
Juliana costa;igor.nascimento@gmail.com;(49) 92650-7028;21.0;RJ;Jovem;True
Bruno costa;fernanda.silva@gmail.com;(78) 98297-7010;38.0;BA;Adulto;True
Eduardo pereira;igor.silva@gmail.com;(40) 96014-1669;58.0;CE;Adulto;True
Fernanda pereira;helena.almeida@gmail.com;(86) 94348-5558;64.0;CE;Idoso;True
Daniela araujo;helena.ribeiro@gmail.com;(47) 98166-1044;44.0;RS;Adulto;True
Gustavo nascimento;eduardo.silva@gmail.com;(99) 98016-6035;29.0;RS;Idoso;True
Bruno pereira;fernanda.silva@gmail.com;(68) 90894-1382;23.0;RS;Jovem;True
Ana oliveira;bruno.lima@gmail.com;(67) 91064-2763;48.0;CE;Adulto;True
Juliana nascimento;fernanda.almeida@gmail.com;(28) 95847-9328;42.0;BA;Adulto;True
Igor souza;daniela.araujo@gmail.com;(79) 98773-2617;68.0;RS;Idoso;True
Eduardo oliveira;juliana.costa@gmail.com;(52) 94294-2207;30.0;GO;Idoso;True
Gustavo oliveira;bruno.nascimento@gmail.com;(86) 96736-1968;43.0;RJ;Adulto;True
Helena almeida;eduardo.lima@gmail.com;(81) 97738-9673;70.0;PE;Idoso;True
Eduardo araujo;ana.oliveira@gmail.com;(66) 92502-7746;60.0;GO;Idoso;True
Igor oliveira;ana.souza@gmail.com;(76) 91793-4839;38.0;SC;Adulto;True
Ana nascimento;carlos.pereira@gmail.com;(19) 94678-2375;29.0;SC;Idoso;True
Gustavo costa;bruno.nascimento@gmail.com;(49) 93568-9877;60.0;PR;Idoso;True
Ana souza;daniela.silva@gmail.com;(98) 91226-6895;72.0;RS;Idoso;True
Ana ribeiro;daniela.almeida@gmail.com;(71) 96489-5775;72.0;PR;Idoso;True
Juliana araujo;gustavo.nascimento@gmail.com;(89) 96445-1218;51.0;PR;Adulto;True
Bruno souza;fernanda.lima@gmail.com;(71) 92785-1622;60.0;RJ;Idoso;True
Gustavo lima;gustavo.nascimento@gmail.com;(76) 96824-3999;46.0;RS;Adulto;True
Juliana lima;daniela.lima@gmail.com;(44) 96322-6539;79.0;SP;Idoso;True
Eduardo pereira;igor.ribeiro@gmail.com;(87) 92788-2100;39.0;MG;Adulto;True
Gustavo lima;carlos.ribeiro@gmail.com;(70) 91250-2207;25.0;CE;Jovem;True
Gustavo nascimento;fernanda.pereira@gmail.com;(72) 90852-8156;54.0;GO;Adulto;True
Juliana pereira;juliana.nascimento@gmail.com;(69) 96533-8193;58.0;RJ;Adulto;True
Ana oliveira;eduardo.pereira@gmail.com;(86) 93436-1487;47.0;SP;Adulto;True
Ana lima;daniela.lima@gmail.com;(68) 93368-5019;62.0;GO;Idoso;True
Ana araujo;carlos.araujo@gmail.com;(17) 96280-2640;38.0;PR;Adulto;True
Daniela nascimento;ana.almeida@gmail.com;(46) 93421-9753;63.0;PE;Idoso;True
Juliana silva;bruno.costa@gmail.com;(77) 99858-3259;75.0;CE;Idoso;True
Helena ribeiro;fernanda.silva@gmail.com;(34) 98534-4600;45.0;SP;Adulto;True
Igor lima;daniela.costa@gmail.com;(14) 93619-4833;73.0;SP;Idoso;True
Eduardo araujo;eduardo.oliveira@gmail.com;(79) 96159-6796;35.0;CE;Adulto;True
Igor silva;fernanda.souza@gmail.com;(82) 98098-6865;72.0;SC;Idoso;True
Bruno lima;fernanda.almeida@gmail.com;(19) 94895-1917;33.0;PE;Adulto;True
Carlos almeida;daniela.nascimento@gmail.com;(36) 91148-6786;55.0;GO;Adulto;True
Bruno almeida;fernanda.costa@gmail.com;(10) 90170-6904;55.0;PR;Adulto;True
Bruno ribeiro;juliana.souza@gmail.com;(18) 97233-9530;65.0;PE;Idoso;True
Daniela araujo;carlos.almeida@gmail.com;(33) 95374-1349;34.0;SP;Adulto;True
Fernanda ribeiro;bruno.ribeiro@gmail.com;(40) 99393-6124;24.0;CE;Jovem;True
Juliana pereira;gustavo.oliveira@gmail.com;(52) 92332-4639;74.0;SC;Idoso;True
Helena costa;daniela.araujo@gmail.com;(91) 96531-1122;64.0;RJ;Idoso;True
Carlos lima;juliana.costa@gmail.com;(55) 90728-3220;24.0;RS;Jovem;True
Carlos silva;ana.costa@gmail.com;(56) 99753-6219;75.0;SP;Idoso;True
Ana costa;daniela.nascimento@gmail.com;(69) 94635-9885;38.0;MG;Adulto;True
Igor ribeiro;carlos.costa@gmail.com;(51) 98452-8486;70.0;RS;Idoso;True
Carlos araujo;carlos.araujo@gmail.com;(89) 98784-7234;66.0;RJ;Idoso;True
Gustavo oliveira;daniela.ribeiro@gmail.com;(87) 98359-8246;64.0;SC;Idoso;True
Daniela ribeiro;bruno.almeida@gmail.com;(55) 98077-7228;63.0;MG;Idoso;True
Helena lima;juliana.oliveira@gmail.com;(26) 97742-4370;80.0;PR;Idoso;True
Fernanda silva;gustavo.oliveira@gmail.com;(29) 94769-5173;22.0;RS;Jovem;True
Bruno souza;ana.nascimento@gmail.com;(72) 90237-4992;51.0;CE;Adulto;True
Gustavo lima;daniela.almeida@gmail.com;(83) 95180-3148;52.0;PE;Adulto;True
Carlos ribeiro;juliana.nascimento@gmail.com;(95) 93597-1352;34.0;PE;Adulto;True
Igor almeida;eduardo.costa@gmail.com;(75) 94629-6517;79.0;SC;Idoso;True
Bruno oliveira;eduardo.lima@gmail.com;(38) 92372-7180;53.0;BA;Adulto;True
Igor almeida;juliana.pereira@gmail.com;(48) 91878-1250;67.0;CE;Idoso;True
Juliana nascimento;igor.oliveira@gmail.com;(93) 98221-9568;40.0;PR;Adulto;True
Daniela silva;bruno.silva@gmail.com;(66) 90941-1218;76.0;BA;Idoso;True
Daniela costa;igor.pereira@gmail.com;(34) 97684-4497;70.0;SP;Idoso;True
Juliana pereira;juliana.souza@gmail.com;(47) 93149-1244;48.0;MG;Adulto;True
Eduardo oliveira;carlos.silva@gmail.com;(16) 97383-4301;41.0;PR;Adulto;True
Bruno oliveira;helena.silva@gmail.com;(19) 98255-1927;43.0;SP;Adulto;True
Fernanda araujo;fernanda.silva@gmail.com;(47) 98078-6861;72.0;SC;Idoso;True
Eduardo nascimento;igor.araujo@gmail.com;(52) 96587-9521;77.0;GO;Idoso;True
Eduardo araujo;fernanda.souza@gmail.com;(30) 93070-2183;32.0;CE;Adulto;True
Gustavo oliveira;igor.costa@gmail.com;(82) 91384-8673;19.0;BA;Jovem;True
Igor araujo;juliana.souza@gmail.com;(72) 97586-2894;18.0;SP;Jovem;True
Juliana ribeiro;juliana.oliveira@gmail.com;(78) 91907-9286;58.0;PR;Adulto;True
Helena oliveira;helena.ribeiro@gmail.com;(22) 92964-6997;23.0;CE;Jovem;True
Helena costa;helena.souza@gmail.com;(44) 94500-6191;67.0;PE;Idoso;True
Bruno lima;gustavo.pereira@gmail.com;(57) 92344-9164;33.0;RJ;Adulto;True
Igor nascimento;helena.lima@gmail.com;(65) 91619-6752;64.0;MG;Idoso;True
Bruno ribeiro;ana.oliveira@gmail.com;(29) 95687-2382;59.0;MG;Adulto;True
Fernanda pereira;eduardo.ribeiro@gmail.com;(37) 92806-8906;71.0;PE;Idoso;True
Helena oliveira;daniela.pereira@gmail.com;(78) 91531-5386;78.0;CE;Idoso;True
Helena ribeiro;fernanda.oliveira@gmail.com;(75) 94147-7393;19.0;RS;Jovem;True
Carlos costa;eduardo.nascimento@gmail.com;(25) 99678-3507;66.0;SC;Idoso;True
Fernanda souza;ana.lima@gmail.com;(75) 91071-1848;31.0;SP;Adulto;True
Carlos ribeiro;helena.araujo@gmail.com;(94) 98122-8115;76.0;SC;Idoso;True
Bruno ribeiro;daniela.souza@gmail.com;(16) 96637-5366;54.0;RS;Adulto;True
Helena pereira;fernanda.araujo@gmail.com;(80) 98578-9863;42.0;GO;Adulto;True
Daniela almeida;daniela.lima@gmail.com;(52) 92908-9084;30.0;SC;Idoso;True
Bruno almeida;bruno.nascimento@gmail.com;(58) 98828-2790;55.0;CE;Adulto;True
Helena oliveira;helena.oliveira@gmail.com;(76) 96065-1391;51.0;PR;Adulto;True
Eduardo silva;ana.souza@gmail.com;(80) 93007-8115;66.0;PE;Idoso;True
Gustavo almeida;juliana.nascimento@gmail.com;(20) 93435-7460;23.0;MG;Jovem;True
Helena souza;juliana.nascimento@gmail.com;(50) 98463-5158;23.0;RS;Jovem;True
Igor oliveira;helena.pereira@gmail.com;(67) 94725-2159;65.0;SC;Idoso;True
Daniela lima;fernanda.ribeiro@gmail.com;(88) 98556-3029;61.0;SC;Idoso;True
Daniela ribeiro;gustavo.pereira@gmail.com;(87) 97020-1841;37.0;MG;Adulto;True
Bruno nascimento;juliana.almeida@gmail.com;(24) 90110-5756;63.0;RJ;Idoso;True
Ana araujo;igor.souza@gmail.com;(70) 97419-3525;43.0;BA;Adulto;True
Daniela souza;bruno.araujo@gmail.com;(89) 92275-9151;52.0;CE;Adulto;True
Gustavo nascimento;juliana.araujo@gmail.com;(97) 94668-7175;71.0;PE;Idoso;True
Eduardo costa;helena.costa@gmail.com;(76) 90825-9605;77.0;MG;Idoso;True
Eduardo costa;daniela.oliveira@gmail.com;(97) 99900-6341;62.0;GO;Idoso;True
Daniela araujo;bruno.oliveira@gmail.com;(63) 90954-9311;72.0;BA;Idoso;True
Bruno oliveira;daniela.araujo@gmail.com;(45) 96886-1784;21.0;PE;Jovem;True
Ana araujo;fernanda.costa@gmail.com;(68) 94165-1973;80.0;SC;Idoso;True
Daniela pereira;bruno.almeida@gmail.com;(70) 97160-9455;21.0;PE;Jovem;True
Helena souza;eduardo.souza@gmail.com;(58) 94419-5231;40.0;BA;Adulto;True
Eduardo almeida;bruno.lima@gmail.com;(74) 96243-6229;68.0;PE;Idoso;True
Igor nascimento;daniela.nascimento@gmail.com;(33) 96429-7829;48.0;SC;Adulto;True
Ana oliveira;eduardo.costa@gmail.com;(71) 95837-4737;37.0;BA;Adulto;True
Ana pereira;juliana.pereira@gmail.com;(21) 96165-4567;35.0;PE;Adulto;True
Gustavo almeida;ana.almeida@gmail.com;(45) 98576-2705;41.0;PR;Adulto;True
Gustavo ribeiro;eduardo.costa@gmail.com;(87) 98416-2765;53.0;GO;Adulto;True
Daniela nascimento;eduardo.silva@gmail.com;(89) 94728-1105;64.0;GO;Idoso;True
Fernanda pereira;fernanda.lima@gmail.com;(39) 93612-3020;38.0;RS;Adulto;True
Eduardo oliveira;ana.souza@gmail.com;(25) 96858-3244;48.0;MG;Adulto;True
Fernanda lima;eduardo.pereira@gmail.com;(77) 97864-3172;42.0;MG;Adulto;True
Juliana pereira;juliana.souza@gmail.com;(41) 98747-4721;67.0;SC;Idoso;True
Daniela almeida;eduardo.oliveira@gmail.com;(51) 92201-5567;28.0;PR;Jovem;True
Daniela souza;fernanda.araujo@gmail.com;(14) 94531-5007;41.0;BA;Adulto;True
Eduardo oliveira;eduardo.oliveira@gmail.com;(74) 99634-2309;46.0;CE;Adulto;True
Carlos almeida;gustavo.ribeiro@gmail.com;(12) 91133-7826;39.0;GO;Adulto;True
Juliana almeida;juliana.ribeiro@gmail.com;(47) 91295-6569;69.0;PE;Idoso;True
Carlos lima;juliana.oliveira@gmail.com;(12) 99916-7028;54.0;CE;Adulto;True
Eduardo nascimento;gustavo.souza@gmail.com;(22) 94246-4806;49.0;CE;Adulto;True
Bruno nascimento;juliana.silva@gmail.com;(44) 97285-2706;45.0;BA;Adulto;True
Ana pereira;eduardo.oliveira@gmail.com;(31) 97271-8244;55.0;RS;Adulto;True
Gustavo ribeiro;eduardo.silva@gmail.com;(27) 94128-1166;66.0;MG;Idoso;True
Gustavo souza;daniela.lima@gmail.com;(95) 95817-5706;47.0;RS;Adulto;True
Eduardo souza;igor.costa@gmail.com;(62) 94938-6100;47.0;RS;Adulto;True
Helena almeida;ana.araujo@gmail.com;(35) 94551-3074;49.0;CE;Adulto;True
Bruno souza;fernanda.oliveira@gmail.com;(44) 94861-6434;77.0;CE;Idoso;True
Juliana ribeiro;igor.nascimento@gmail.com;(15) 97787-6080;78.0;BA;Idoso;True
Eduardo oliveira;juliana.costa@gmail.com;(31) 98438-3320;24.0;SP;Jovem;True
Bruno costa;juliana.lima@gmail.com;(12) 93215-8993;30.0;SC;Idoso;True
Daniela ribeiro;daniela.silva@gmail.com;(34) 95912-8761;57.0;RJ;Adulto;True
Helena oliveira;gustavo.nascimento@gmail.com;(71) 99340-9863;53.0;MG;Adulto;True
Bruno silva;gustavo.ribeiro@gmail.com;(14) 90934-3403;55.0;GO;Adulto;True
Juliana oliveira;eduardo.almeida@gmail.com;(29) 93412-6093;63.0;CE;Idoso;True
Helena oliveira;igor.ribeiro@gmail.com;(70) 93829-4373;50.0;SC;Adulto;True
Igor lima;ana.souza@gmail.com;(16) 92521-3000;77.0;SP;Idoso;True
Helena ribeiro;gustavo.almeida@gmail.com;(66) 90650-2843;31.0;BA;Adulto;True
Ana silva;daniela.costa@gmail.com;(91) 97828-5392;43.0;SP;Adulto;True
Juliana oliveira;juliana.ribeiro@gmail.com;(20) 98817-9695;66.0;BA;Idoso;True
Eduardo pereira;juliana.pereira@gmail.com;(62) 94031-9382;37.0;MG;Adulto;True
Eduardo souza;eduardo.silva@gmail.com;(48) 90128-4653;66.0;CE;Idoso;True
Igor ribeiro;carlos.lima@gmail.com;(34) 92350-6876;30.0;PR;Idoso;True
Fernanda ribeiro;fernanda.almeida@gmail.com;(90) 90070-4669;59.0;PR;Adulto;True
Bruno souza;gustavo.lima@gmail.com;(49) 93666-4257;46.0;RJ;Adulto;True
Bruno costa;igor.souza@gmail.com;(43) 95220-4403;26.0;RS;Jovem;True
Juliana costa;gustavo.pereira@gmail.com;(99) 95488-7539;45.0;BA;Adulto;True
Eduardo souza;bruno.oliveira@gmail.com;(68) 99541-4117;59.0;PE;Adulto;True
Ana araujo;juliana.ribeiro@gmail.com;(55) 90505-8532;78.0;PE;Idoso;True
Eduardo ribeiro;fernanda.oliveira@gmail.com;(29) 91015-3795;23.0;PE;Jovem;True
Helena souza;gustavo.nascimento@gmail.com;(23) 93027-7903;27.0;GO;Jovem;True
Igor araujo;bruno.oliveira@gmail.com;(89) 94456-6028;58.0;BA;Adulto;True
Igor costa;daniela.pereira@gmail.com;(81) 92921-9849;72.0;BA;Idoso;True
Fernanda lima;eduardo.silva@gmail.com;(11) 95680-1659;44.0;MG;Adulto;True
Juliana silva;bruno.lima@gmail.com;(13) 92297-2840;68.0;RS;Idoso;True
Daniela nascimento;juliana.almeida@gmail.com;(36) 92228-3487;63.0;PR;Idoso;True
Bruno costa;ana.silva@gmail.com;(13) 95291-9331;72.0;CE;Idoso;True
Fernanda souza;eduardo.costa@gmail.com;(98) 94223-1729;46.0;BA;Adulto;True
Helena silva;daniela.oliveira@gmail.com;(76) 90328-3631;56.0;SP;Adulto;True
Igor oliveira;gustavo.ribeiro@gmail.com;(44) 98175-2465;22.0;PE;Jovem;True
Ana costa;bruno.silva@gmail.com;(98) 96174-9440;78.0;PR;Idoso;True
Carlos silva;eduardo.ribeiro@gmail.com;(55) 98432-2053;43.0;GO;Adulto;True
Fernanda ribeiro;gustavo.souza@gmail.com;(95) 98892-2667;39.0;RJ;Adulto;True
Juliana ribeiro;helena.araujo@gmail.com;(84) 98040-3346;41.0;SP;Adulto;True
Juliana pereira;gustavo.nascimento@gmail.com;(57) 99039-3598;18.0;PE;Jovem;True
Bruno araujo;carlos.araujo@gmail.com;(63) 99129-3229;52.0;SC;Adulto;True
Juliana souza;carlos.araujo@gmail.com;(69) 96582-5057;19.0;MG;Jovem;True
Daniela costa;daniela.araujo@gmail.com;(31) 95869-4323;47.0;RJ;Adulto;True
Helena ribeiro;gustavo.ribeiro@gmail.com;(51) 98521-7214;21.0;PE;Jovem;True
Gustavo nascimento;helena.pereira@gmail.com;(69) 99074-6505;54.0;RS;Adulto;True
Juliana souza;fernanda.araujo@gmail.com;(38) 97794-6171;63.0;RJ;Idoso;True
Igor ribeiro;bruno.pereira@gmail.com;(66) 94159-2576;43.0;SC;Adulto;True
Daniela nascimento;eduardo.ribeiro@gmail.com;(78) 93736-6625;35.0;SC;Adulto;True
Eduardo lima;bruno.costa@gmail.com;(70) 90547-8315;70.0;SP;Idoso;True
Gustavo oliveira;gustavo.almeida@gmail.com;(75) 96323-2206;33.0;RJ;Adulto;True
Igor oliveira;carlos.pereira@gmail.com;(59) 92465-5823;80.0;PR;Idoso;True
Igor souza;daniela.lima@gmail.com;(34) 97036-6697;36.0;BA;Adulto;True
Juliana ribeiro;igor.araujo@gmail.com;(29) 92540-1356;38.0;SP;Adulto;True
Juliana oliveira;eduardo.oliveira@gmail.com;(11) 94730-5979;75.0;RS;Idoso;True
Helena costa;helena.pereira@gmail.com;(61) 96022-9779;43.0;SP;Adulto;True
Eduardo silva;helena.pereira@gmail.com;(72) 93472-8464;50.0;PE;Adulto;True
Bruno almeida;daniela.pereira@gmail.com;(63) 94970-2371;41.0;PR;Adulto;True
Helena silva;ana.almeida@gmail.com;(23) 99861-1493;47.0;RJ;Adulto;True
Carlos lima;eduardo.costa@gmail.com;(69) 92883-8966;55.0;PR;Adulto;True
Ana souza;daniela.lima@gmail.com;(90) 98255-3775;34.0;GO;Adulto;True
Fernanda costa;fernanda.lima@gmail.com;(31) 94099-5131;66.0;PE;Idoso;True
Juliana nascimento;carlos.araujo@gmail.com;(36) 97719-5759;36.0;RS;Adulto;True
Bruno pereira;juliana.araujo@gmail.com;(92) 92147-2708;23.0;MG;Jovem;True
Juliana silva;eduardo.costa@gmail.com;(36) 98325-3625;24.0;SP;Jovem;True
Fernanda oliveira;gustavo.ribeiro@gmail.com;(22) 94633-9038;32.0;RJ;Adulto;True
Igor ribeiro;igor.oliveira@gmail.com;(65) 99063-9635;25.0;SP;Jovem;True
Juliana ribeiro;ana.silva@gmail.com;(77) 97052-3441;68.0;MG;Idoso;True
Igor costa;igor.costa@gmail.com;(93) 90854-2092;30.0;RS;Idoso;True
Gustavo silva;juliana.almeida@gmail.com;(12) 95529-1211;43.0;SC;Adulto;True
Juliana ribeiro;gustavo.araujo@gmail.com;(98) 91855-2743;78.0;SC;Idoso;True
Daniela silva;eduardo.souza@gmail.com;(63) 91239-6633;73.0;MG;Idoso;True
Gustavo souza;gustavo.ribeiro@gmail.com;(35) 94886-2997;65.0;SP;Idoso;True
Bruno almeida;eduardo.pereira@gmail.com;(41) 93135-6113;38.0;CE;Adulto;True
Juliana silva;helena.nascimento@gmail.com;(53) 94050-8250;65.0;CE;Idoso;True
Ana ribeiro;eduardo.almeida@gmail.com;(21) 92520-6254;38.0;BA;Adulto;True
Eduardo almeida;juliana.lima@gmail.com;(55) 94807-4150;42.0;PE;Adulto;True
Helena souza;helena.souza@gmail.com;(99) 94524-5784;51.0;RS;Adulto;True
Ana souza;juliana.souza@gmail.com;(85) 94677-2169;50.0;BA;Adulto;True
Carlos oliveira;carlos.nascimento@gmail.com;(11) 90086-7488;21.0;RJ;Jovem;True
Fernanda oliveira;gustavo.almeida@gmail.com;(29) 93733-7345;79.0;PR;Idoso;True
Igor nascimento;daniela.oliveira@gmail.com;(35) 97657-9692;51.0;RJ;Adulto;True
Helena pereira;igor.ribeiro@gmail.com;(36) 95125-1327;40.0;RJ;Adulto;True
Bruno lima;igor.ribeiro@gmail.com;(39) 92738-1092;65.0;SC;Idoso;True
Daniela silva;carlos.nascimento@gmail.com;(10) 99898-9883;23.0;SC;Jovem;True
Juliana souza;fernanda.araujo@gmail.com;(63) 94010-6506;64.0;MG;Idoso;True
Helena oliveira;daniela.souza@gmail.com;(59) 97623-6649;78.0;GO;Idoso;True
Helena nascimento;fernanda.costa@gmail.com;(27) 94922-4426;18.0;BA;Jovem;True
Ana ribeiro;juliana.araujo@gmail.com;(86) 90754-3579;62.0;SC;Idoso;True
Gustavo pereira;helena.ribeiro@gmail.com;(66) 96447-2503;55.0;MG;Adulto;True
Eduardo pereira;eduardo.costa@gmail.com;(89) 97192-7768;38.0;SP;Adulto;True
Gustavo oliveira;daniela.lima@gmail.com;(21) 93624-9297;47.0;RJ;Adulto;True
Igor araujo;fernanda.costa@gmail.com;(79) 98182-6103;22.0;PE;Jovem;True
Gustavo souza;gustavo.lima@gmail.com;(85) 99536-4808;76.0;RS;Idoso;True
Bruno pereira;gustavo.almeida@gmail.com;(41) 91053-1344;68.0;MG;Idoso;True
Ana araujo;gustavo.pereira@gmail.com;(44) 92306-4018;54.0;MG;Adulto;True
Helena oliveira;gustavo.silva@gmail.com;(61) 98298-1708;53.0;CE;Adulto;True
Ana almeida;bruno.nascimento@gmail.com;(77) 98830-9027;47.0;PR;Adulto;True
Juliana costa;bruno.costa@gmail.com;(70) 91136-8784;71.0;MG;Idoso;True
Helena araujo;daniela.almeida@gmail.com;(61) 99330-7232;65.0;GO;Idoso;True
Ana almeida;daniela.costa@gmail.com;(32) 98754-3245;41.0;PR;Adulto;True
Bruno souza;daniela.araujo@gmail.com;(92) 95947-5073;31.0;SP;Adulto;True
Fernanda nascimento;gustavo.lima@gmail.com;(70) 91658-8406;79.0;PE;Idoso;True
Igor silva;juliana.oliveira@gmail.com;(41) 99234-4769;21.0;RJ;Jovem;True
Carlos ribeiro;igor.costa@gmail.com;(70) 94258-6964;26.0;RJ;Jovem;True
Juliana ribeiro;carlos.souza@gmail.com;(73) 99754-9508;62.0;BA;Idoso;True
Gustavo souza;daniela.silva@gmail.com;(75) 97759-4162;68.0;RS;Idoso;True
Helena nascimento;fernanda.costa@gmail.com;(41) 98892-5335;21.0;CE;Jovem;True
Igor costa;helena.nascimento@gmail.com;(44) 96542-9188;56.0;GO;Adulto;True
Gustavo almeida;gustavo.silva@gmail.com;(73) 94889-3766;68.0;PE;Idoso;True
Ana almeida;helena.costa@gmail.com;(14) 90151-1596;40.0;PE;Adulto;True
Fernanda lima;igor.costa@gmail.com;(29) 95985-7883;54.0;PE;Adulto;True
Gustavo souza;daniela.lima@gmail.com;(18) 94231-2917;58.0;CE;Adulto;True
Daniela lima;carlos.silva@gmail.com;(31) 98637-7894;34.0;BA;Adulto;True
Igor pereira;juliana.silva@gmail.com;(88) 95556-6395;79.0;BA;Idoso;True
Bruno lima;daniela.lima@gmail.com;(21) 99989-7063;24.0;BA;Jovem;True
Bruno oliveira;helena.oliveira@gmail.com;(74) 93748-4168;36.0;GO;Adulto;True
Daniela araujo;fernanda.almeida@gmail.com;(85) 91287-1555;77.0;BA;Idoso;True
Igor costa;igor.costa@gmail.com;(59) 93682-9938;29.0;RJ;Idoso;True
Igor silva;helena.araujo@gmail.com;(84) 92587-4588;29.0;PE;Idoso;True
Daniela nascimento;eduardo.almeida@gmail.com;(90) 98201-7172;35.0;PR;Adulto;True
Daniela oliveira;gustavo.silva@gmail.com;(93) 96145-3457;26.0;RJ;Jovem;True
Juliana pereira;daniela.ribeiro@gmail.com;(77) 97522-4660;33.0;MG;Adulto;True
Ana nascimento;juliana.almeida@gmail.com;(13) 93250-1018;68.0;BA;Idoso;True
Ana souza;helena.araujo@gmail.com;(70) 95317-2605;38.0;BA;Adulto;True
Helena araujo;fernanda.silva@gmail.com;(48) 96045-6878;64.0;CE;Idoso;True
Carlos silva;helena.lima@gmail.com;(61) 91648-8628;73.0;MG;Idoso;True
Igor nascimento;helena.silva@gmail.com;(73) 92050-2856;66.0;PE;Idoso;True
