nome,email,telefone,idade,estado
Fernanda Costa,carlos.oliveira@hotmail.com,(93) 98792-9452,31.0,CE
Fernanda Pereira,igor.pereira@gmail.com,(53) 98868-4460,61.0,BA
Eduardo Almeida,ana.costa@gmail.com,(97) 97023-1119,67.0,PR
Ana Costa,gustavo.lima@yahoo.com.br,(59) 90652-2776,53.0,PR
Helena Lima,eduardo.ribeiro@empresa.com,(11) 98106-8575,19.0,SC
Carlos Pereira,igor.costa@gmail.com,(60) 92255-3406,55.0,CE
Igor Nascimento,daniela.silva@hotmail.com,(54) 90894-5845,30.0,PR
Fernanda Ribeiro,eduardo.costa@yahoo.com.br,(97) 92400-9675,39.0,PE
Fernanda Oliveira,fernanda.costa@gmail.com,(48) 98881-7077,72.0,GO
Helena Souza,,(75) 91010-3286,71.0,CE
Fernanda Costa,fernanda.silva@hotmail.com,(68) 96626-7139,56.0,SC
Juliana Nascimento,carlos.ribeiro@hotmail.com,(34) 99875-8808,50.0,RJ
Daniela Costa,daniela.costa@gmail.com,(23) 90476-9779,76.0,RS
Eduardo Souza,gustavo.silva@gmail.com,(65) 94870-2408,80.0,RS
Bruno Ribeiro,helena.almeida@hotmail.com,(79) 98985-6286,58.0,PE
Fernanda Araujo,helena.nascimento@gmail.com,(21) 98750-7019,74.0,GO
Helena Oliveira,juliana.lima@empresa.com,(39) 99797-5592,55.0,RJ
Gustavo Pereira,daniela.pereira@hotmail.com,(45) 95673-3756,20.0,PR
Eduardo Almeida,carlos.almeida@hotmail.com,(77) 95989-3772,76.0,BA
Fernanda Costa,gustavo.pereira@gmail.com,(62) 92037-2263,49.0,RJ
Helena Costa,juliana.araujo@empresa.com,(20) 90950-7037,59.0,SP
Carlos Oliveira,ana.lima@yahoo.com.br,(69) 99312-5607,47.0,SP
Fernanda Silva,gustavo.silva@gmail.com,(41) 94521-2708,25.0,SC
Bruno Pereira,ana.nascimento@hotmail.com,(49) 92645-7780,26.0,RS
Juliana Lima,carlos.pereira@yahoo.com.br,(31) 98326-9822,38.0,RS
Igor Nascimento,gustavo.araujo@hotmail.com,(37) 96158-6202,69.0,PE
Eduardo Nascimento,gustavo.oliveira@hotmail.com,(54) 96756-6289,53.0,RS
Igor Oliveira,gustavo.araujo@gmail.com,(55) 96674-1115,63.0,MG
Gustavo Araujo,,(61) 96259-3006,68.0,BA
Bruno Pereira,carlos.oliveira@hotmail.com,(34) 99435-7165,72.0,PE
Bruno Souza,ana.araujo@empresa.com,(43) 91053-8840,66.0,PR
Juliana Ribeiro,helena.costa@yahoo.com.br,(60) 95551-8658,31.0,PR
Eduardo Oliveira,fernanda.silva@empresa.com,(71) 97358-5350,52.0,CE
Fernanda Nascimento,gustavo.souza@gmail.com,(32) 90041-1816,20.0,SC
Fernanda Ribeiro,helena.araujo@empresa.com,(57) 98392-7234,74.0,RS
Carlos Ribeiro,,(71) 90509-3895,41.0,SC
Bruno Lima,,(82) 98493-8807,53.0,RJ
Juliana Araujo,bruno.costa@hotmail.com,,34.0,GO
Bruno Costa,bruno.oliveira@hotmail.com,(29) 97134-7840,28.0,RJ
Daniela Almeida,ana.silva@empresa.com,(24) 97765-4559,28.0,XX
Ana Pereira,daniela.araujo@empresa.com,(37) 93360-8719,69.0,GO
Igor Oliveira,daniela.lima@yahoo.com.br,(22) 93500-1393,75.0,PE
Eduardo Silva,eduardo.araujo@hotmail.com,(30) 97903-2160,45.0,PR
Helena Pereira,ana.almeida@hotmail.com,(21) 93545-4569,43.0,BA
Daniela Pereira,gustavo.araujo@hotmail.com,(84) 90655-2515,36.0,CE
Daniela Almeida,helena.oliveira@yahoo.com.br,(90) 93121-7886,53.0,MG
Daniela Oliveira,,(58) 92928-8893,39.0,GO
Ana Lima,carlos.souza@gmail.com,(30) 90777-9843,27.0,SC
Daniela Silva,igor.pereira@yahoo.com.br,(16) 90615-3924,64.0,RS
Juliana Almeida,daniela.pereira@empresa.com,(24) 92486-5917,69.0,CE
Helena Ribeiro,juliana.souza@yahoo.com.br,(19) 96622-5661,41.0,XX
Igor Nascimento,,(92) 97471-7692,72.0,PR
Juliana Pereira,juliana.ribeiro@gmail.com,(78) 92573-5193,69.0,PE
Gustavo Oliveira,juliana.oliveira@yahoo.com.br,(40) 92172-4225,51.0,MG
Igor Araujo,bruno.silva@yahoo.com.br,(67) 94267-9836,67.0,PR
Gustavo Araujo,fernanda.pereira@yahoo.com.br,(97) 98269-8710,41.0,RS
Gustavo Lima,ana.almeida@empresa.com,(24) 96140-3346,35.0,MG
Fernanda Lima,bruno.oliveira@yahoo.com.br,(36) 91578-5899,56.0,GO
Gustavo Costa,carlos.ribeiro@hotmail.com,(49) 98475-9565,59.0,RS
Fernanda Pereira,ana.silva@gmail.com,,73.0,PE
Fernanda Nascimento,igor.oliveira@yahoo.com.br,(70) 94986-9016,23.0,SC
Fernanda Souza,carlos.nascimento@yahoo.com.br,(40) 96467-7955,37.0,PE
Carlos Costa,daniela.almeida@gmail.com,(72) 91847-9418,20.0,RJ
Daniela Nascimento,helena.lima@yahoo.com.br,(46) 94601-9676,40.0,PE
Juliana Oliveira,carlos.almeida@yahoo.com.br,(47) 97595-3531,33.0,MG
Bruno Nascimento,ana.costa@yahoo.com.br,(41) 96951-6176,62.0,MG
Helena Nascimento,eduardo.araujo@yahoo.com.br,(97) 96035-6144,38.0,RS
Fernanda Souza,igor.costa@yahoo.com.br,(53) 99617-3909,45.0,SC
Juliana Pereira,helena.nascimento@yahoo.com.br,(76) 99507-3264,41.0,CE
Fernanda Nascimento,igor.almeida@yahoo.com.br,(63) 99574-3007,67.0,PE
Daniela Almeida,carlos.nascimento@gmail.com,(90) 90408-7819,45.0,GO
Eduardo Araujo,carlos.silva@yahoo.com.br,(38) 91684-3988,29.0,SP
Ana Almeida,gustavo.pereira@hotmail.com,(77) 95612-1567,40.0,RJ
Juliana Almeida,carlos.oliveira@empresa.com,(20) 93158-6381,28.0,PE
Helena Araujo,igor.silva@yahoo.com.br,(73) 90740-7406,40.0,PR
Gustavo Souza,bruno.oliveira@hotmail.com,(55) 91431-6229,54.0,RJ
Carlos Silva,gustavo.araujo@yahoo.com.br,(56) 99004-7301,69.0,GO
Igor Almeida,igor.silva@gmail.com,(72) 90632-1243,69.0,RJ
Igor Silva,eduardo.lima@yahoo.com.br,(74) 91108-4181,60.0,BA
Fernanda Almeida,gustavo.ribeiro@hotmail.com,(88) 99595-2301,23.0,PE
Carlos Souza,fernanda.nascimento@gmail.com,(24) 91849-9766,,SP
Fernanda Souza,juliana.costa@empresa.com,(32) 97547-9919,70.0,GO
Eduardo Araujo,carlos.lima@empresa.com,(17) 96017-9215,70.0,MG
Eduardo Silva,helena.ribeiro@hotmail.com,(39) 94582-7012,18.0,SP
Juliana Almeida,ana.araujo@empresa.com,(76) 96298-6810,76.0,SC
Gustavo Oliveira,gustavo.silva@hotmail.com,(80) 99566-9746,65.0,MG
Gustavo Pereira,gustavo.lima@empresa.com,(84) 92915-1949,30.0,RJ
Helena Lima,helena.oliveira@yahoo.com.br,(77) 92961-5393,56.0,SP
Igor Lima,eduardo.costa@hotmail.com,(50) 95445-1236,71.0,SC
Fernanda Pereira,carlos.costa@gmail.com,(90) 91547-8068,60.0,CE
Juliana Nascimento,helena.pereira@yahoo.com.br,(15) 97930-4886,76.0,PE
Gustavo Oliveira,helena.nascimento@gmail.com,(86) 99622-9841,26.0,CE
Igor Araujo,helena.lima@hotmail.com,(90) 95670-2184,48.0,PE
Fernanda Silva,helena.almeida@gmail.com,(32) 95719-4317,53.0,CE
Juliana Silva,igor.nascimento@empresa.com,(92) 99607-9452,74.0,SP
Fernanda Araujo,eduardo.silva@hotmail.com,(28) 99009-3380,65.0,CE
Bruno Souza,helena.silva@empresa.com,(21) 91015-5473,75.0,MG
Juliana Souza,juliana.lima@gmail.com,(12) 97323-2505,75.0,MG
Igor Ribeiro,gustavo.costa@gmail.com,(15) 91438-6676,64.0,MG
Carlos Pereira,helena.almeida@yahoo.com.br,(38) 99515-2616,75.0,MG
Daniela Araujo,helena.silva@empresa.com,(15) 97744-6702,39.0,RJ
Carlos Oliveira,,(73) 96251-5552,52.0,CE
Ana Almeida,carlos.araujo@empresa.com,(36) 92831-3394,43.0,RS
Bruno Costa,igor.nascimento@hotmail.com,(35) 93081-1539,60.0,RJ
Bruno Souza,juliana.almeida@empresa.com,(73) 95065-3661,22.0,BA
Gustavo Araujo,carlos.nascimento@hotmail.com,(29) 99000-5003,79.0,MG
Gustavo Ribeiro,eduardo.oliveira@yahoo.com.br,(99) 90642-6088,77.0,CE
Gustavo Almeida,gustavo.nascimento@gmail.com,(81) 98868-1864,61.0,RS
Carlos Costa,ana.araujo@hotmail.com,(48) 94432-1607,76.0,RJ
Carlos Souza,carlos.nascimento@empresa.com,(35) 97553-3266,40.0,BA
Eduardo Costa,carlos.ribeiro@hotmail.com,(94) 93461-8081,56.0,PR
Carlos Ribeiro,bruno.ribeiro@hotmail.com,(25) 96089-3841,53.0,GO
Eduardo Almeida,eduardo.souza@gmail.com,(30) 92967-5441,56.0,RS
Bruno Oliveira,helena.silva@yahoo.com.br,(41) 98550-3652,63.0,BA
Eduardo Ribeiro,ana.costa@yahoo.com.br,(58) 99828-8226,71.0,SC
Daniela Pereira,daniela.almeida@gmail.com,(86) 99921-2287,75.0,MG
Fernanda Souza,bruno.nascimento@yahoo.com.br,(50) 96019-5776,23.0,MG
Fernanda Almeida,gustavo.silva@gmail.com,(41) 93545-1523,60.0,CE
Bruno Nascimento,fernanda.ribeiro@gmail.com,(57) 91105-2134,35.0,GO
Eduardo Silva,gustavo.nascimento@yahoo.com.br,(13) 90627-2314,79.0,GO
Juliana Silva,igor.silva@gmail.com,,48.0,XX
Igor Silva,daniela.souza@hotmail.com,(80) 99623-2841,60.0,RJ
Fernanda Souza,gustavo.ribeiro@gmail.com,(42) 94189-4609,64.0,RS
Carlos Silva,eduardo.almeida@hotmail.com,(91) 92249-5112,69.0,GO
Igor Silva,juliana.costa@yahoo.com.br,(44) 91110-6526,80.0,PR
Ana Costa,bruno.oliveira@yahoo.com.br,(25) 93166-6919,61.0,SC
Gustavo Lima,helena.araujo@yahoo.com.br,(59) 96173-4227,72.0,BA
Ana Araujo,igor.pereira@empresa.com,(66) 93198-9333,19.0,BA
Juliana Costa,bruno.oliveira@empresa.com,(65) 95138-7863,74.0,RJ
Bruno Oliveira,eduardo.oliveira@gmail.com,(82) 91184-2526,34.0,SP
Daniela Araujo,igor.costa@hotmail.com,(87) 94826-1081,50.0,RJ
Helena Oliveira,daniela.costa@hotmail.com,(15) 91176-3358,37.0,CE
Igor Pereira,eduardo.souza@hotmail.com,(49) 91839-9092,54.0,XX
Fernanda Souza,gustavo.silva@gmail.com,(29) 98336-8496,61.0,RS
Carlos Araujo,bruno.araujo@gmail.com,(80) 91073-8281,29.0,CE
Fernanda Araujo,juliana.souza@empresa.com,(48) 98789-6799,77.0,PR
Carlos Almeida,juliana.nascimento@empresa.com,(69) 95847-8217,42.0,PE
Carlos Nascimento,eduardo.nascimento@hotmail.com,(67) 97600-4220,57.0,RS
Carlos Almeida,ana.nascimento@hotmail.com,(91) 98636-7328,78.0,RJ
Ana Araujo,,(36) 93359-8272,66.0,CE
Ana Nascimento,bruno.almeida@empresa.com,(50) 97076-9626,,BA
Bruno Lima,ana.nascimento@hotmail.com,(31) 90891-1997,32.0,MG
Eduardo Souza,gustavo.almeida@empresa.com,(18) 96450-7048,40.0,SP
Fernanda Oliveira,bruno.costa@gmail.com,(88) 91048-6372,69.0,MG
Juliana Nascimento,carlos.silva@gmail.com,(96) 98874-3389,49.0,MG
Carlos Souza,helena.almeida@gmail.com,(38) 95555-1874,,RS
Helena Pereira,bruno.silva@hotmail.com,(49) 92680-2634,29.0,RJ
Juliana Oliveira,helena.lima@empresa.com,(21) 99738-9554,61.0,RS
Juliana Costa,ana.lima@gmail.com,(76) 92131-4600,43.0,GO
Helena Nascimento,,(66) 92242-3489,28.0,PR
Gustavo Almeida,gustavo.nascimento@gmail.com,(75) 92328-4220,52.0,SC
Bruno Nascimento,juliana.costa@hotmail.com,(42) 92334-1933,68.0,MG
Bruno Costa,helena.araujo@hotmail.com,(25) 92856-3376,39.0,PR
Daniela Costa,gustavo.almeida@yahoo.com.br,(40) 90503-3574,77.0,PE
Carlos Pereira,carlos.lima@yahoo.com.br,(37) 90195-1061,28.0,PE
Helena Pereira,gustavo.souza@gmail.com,(70) 92496-4684,48.0,BA
Gustavo Silva,ana.costa@gmail.com,(46) 98957-5484,30.0,CE
Fernanda Silva,bruno.souza@hotmail.com,(42) 94556-1987,66.0,PE
Helena Araujo,,(22) 93241-8339,56.0,SP
Bruno Nascimento,ana.silva@empresa.com,(90) 98912-9828,38.0,RJ
Bruno Costa,helena.silva@yahoo.com.br,(55) 95532-5177,31.0,MG
Igor Araujo,bruno.almeida@empresa.com,(77) 90196-1744,41.0,MG
Juliana Nascimento,igor.costa@gmail.com,(33) 95391-3513,55.0,PR
Igor Ribeiro,ana.oliveira@gmail.com,(93) 94157-6019,55.0,PR
Igor Pereira,,(16) 99364-9503,37.0,PR
Eduardo Costa,ana.oliveira@gmail.com,(35) 93226-3299,65.0,MG
Carlos Almeida,fernanda.lima@empresa.com,(54) 93378-3744,21.0,PR
Daniela Lima,juliana.almeida@gmail.com,(33) 93536-4988,40.0,GO
Gustavo Ribeiro,carlos.pereira@hotmail.com,(16) 91383-9279,64.0,RS
Gustavo Ribeiro,juliana.oliveira@empresa.com,(23) 96145-3815,57.0,PR
Bruno Almeida,ana.souza@empresa.com,(46) 95752-7333,74.0,CE
Ana Almeida,ana.oliveira@gmail.com,(75) 90696-8499,18.0,PE
Bruno Costa,juliana.almeida@gmail.com,(26) 91450-2047,27.0,PE
Igor Almeida,fernanda.araujo@empresa.com,(80) 94958-8967,23.0,GO
Juliana Ribeiro,juliana.almeida@yahoo.com.br,(17) 95031-1890,61.0,BA
Eduardo Almeida,eduardo.almeida@yahoo.com.br,(31) 97996-5289,38.0,RS
Eduardo Silva,fernanda.pereira@empresa.com,(35) 90150-1867,42.0,RS
Igor Silva,juliana.ribeiro@hotmail.com,(98) 93752-9411,42.0,GO
Daniela Souza,fernanda.araujo@empresa.com,(88) 96044-7031,44.0,CE
Eduardo Araujo,helena.lima@gmail.com,(93) 93694-2304,31.0,RS
Juliana Nascimento,eduardo.oliveira@yahoo.com.br,(69) 93861-8470,78.0,MG
Carlos Costa,fernanda.oliveira@yahoo.com.br,(38) 99107-9775,18.0,SP
Ana Nascimento,gustavo.araujo@empresa.com,(66) 92105-7818,48.0,BA
Ana Silva,eduardo.oliveira@gmail.com,,71.0,RS
Eduardo Ribeiro,ana.lima@gmail.com,(34) 96171-1441,70.0,SP
Daniela Costa,bruno.ribeiro@gmail.com,(54) 99464-1449,79.0,XX
Igor Silva,eduardo.souza@hotmail.com,(66) 90234-3238,33.0,PR
Gustavo Nascimento,fernanda.pereira@empresa.com,(22) 97494-6417,20.0,GO
Igor Oliveira,helena.lima@yahoo.com.br,,25.0,MG
Igor Costa,ana.costa@gmail.com,(12) 95252-5000,74.0,CE
Ana Pereira,bruno.pereira@gmail.com,(23) 97115-3908,49.0,RJ
Bruno Almeida,daniela.almeida@hotmail.com,(83) 96683-6855,45.0,RJ
Carlos Pereira,juliana.pereira@gmail.com,(30) 91703-2798,30.0,MG
Fernanda Souza,,(77) 96848-6118,67.0,XX
Daniela Almeida,gustavo.araujo@hotmail.com,(70) 91369-4168,55.0,SP
Daniela Araujo,juliana.almeida@yahoo.com.br,(45) 91389-9511,58.0,CE
Juliana Silva,,(86) 91622-7161,65.0,PE
Ana Ribeiro,bruno.ribeiro@yahoo.com.br,(61) 90832-7199,73.0,BA
Daniela Souza,ana.nascimento@hotmail.com,(37) 96833-2171,80.0,PR
Eduardo Silva,fernanda.costa@hotmail.com,(94) 98505-2569,53.0,PE
Daniela Costa,helena.souza@hotmail.com,(76) 94428-9421,39.0,RS
Carlos Ribeiro,helena.lima@yahoo.com.br,(58) 98182-8703,63.0,MG
Daniela Costa,juliana.silva@empresa.com,(19) 90494-1733,70.0,CE
Gustavo Silva,fernanda.nascimento@yahoo.com.br,(41) 93252-3649,50.0,XX
Carlos Oliveira,eduardo.araujo@hotmail.com,,76.0,MG
Juliana Pereira,gustavo.nascimento@empresa.com,(90) 96518-3954,63.0,BA
Juliana Lima,igor.souza@yahoo.com.br,(71) 93488-2416,75.0,SC
Gustavo Araujo,eduardo.lima@gmail.com,(57) 97043-3467,33.0,MG
Eduardo Pereira,juliana.araujo@yahoo.com.br,(82) 91373-7651,71.0,RJ
Eduardo Ribeiro,ana.nascimento@yahoo.com.br,(18) 95873-9907,70.0,MG
Ana Ribeiro,ana.pereira@hotmail.com,(13) 91504-1276,,GO
Gustavo Ribeiro,fernanda.nascimento@yahoo.com.br,(40) 97016-8077,51.0,BA
Eduardo Pereira,gustavo.oliveira@empresa.com,(51) 98789-1665,53.0,CE
Helena Lima,eduardo.silva@hotmail.com,(33) 97829-4763,22.0,BA
Juliana Silva,fernanda.almeida@empresa.com,(68) 99754-8378,58.0,BA
Gustavo Silva,eduardo.lima@empresa.com,(91) 93347-2154,60.0,RS
Helena Oliveira,fernanda.silva@empresa.com,(76) 93111-7650,55.0,GO
Daniela Souza,juliana.araujo@yahoo.com.br,(46) 98471-6512,79.0,SP
Bruno Souza,juliana.nascimento@yahoo.com.br,(76) 95564-9860,36.0,XX
Carlos Almeida,gustavo.pereira@hotmail.com,(99) 93737-4032,65.0,MG
Bruno Oliveira,carlos.lima@hotmail.com,(47) 95080-4769,49.0,PR
Igor Costa,fernanda.pereira@yahoo.com.br,(69) 92538-4108,25.0,RS
Carlos Lima,fernanda.oliveira@empresa.com,(23) 94150-3408,54.0,RS
Gustavo Lima,helena.araujo@hotmail.com,(83) 91785-2310,43.0,GO
Igor Lima,bruno.souza@empresa.com,(63) 98219-7853,21.0,PE
Eduardo Araujo,bruno.souza@empresa.com,(24) 91580-4902,50.0,PR
Eduardo Souza,ana.nascimento@empresa.com,(87) 97020-5619,41.0,RS
Bruno Ribeiro,,(67) 92866-1552,65.0,RJ
Daniela Souza,igor.lima@empresa.com,(87) 97627-3747,54.0,SC
Igor Almeida,,(46) 92496-9394,51.0,RJ
Daniela Oliveira,igor.araujo@yahoo.com.br,(75) 92837-7506,51.0,PR
Igor Silva,igor.costa@empresa.com,(85) 95969-5734,27.0,GO
Helena Almeida,juliana.pereira@hotmail.com,(12) 90993-2219,45.0,RS
Bruno Souza,,(13) 93692-9591,61.0,RS
Daniela Silva,daniela.costa@gmail.com,(22) 92940-2561,76.0,PE
Gustavo Oliveira,juliana.ribeiro@yahoo.com.br,(82) 92211-5212,31.0,GO
Bruno Souza,bruno.nascimento@yahoo.com.br,(47) 96609-4422,54.0,MG
Daniela Ribeiro,daniela.silva@gmail.com,(31) 99373-8304,25.0,PR
Juliana Costa,,(83) 99515-6584,35.0,BA
Helena Oliveira,eduardo.nascimento@yahoo.com.br,(90) 92519-9027,71.0,BA
Helena Araujo,ana.silva@hotmail.com,(15) 93293-4725,,SP
Ana Nascimento,carlos.oliveira@gmail.com,(30) 91184-4819,,CE
Daniela Pereira,gustavo.lima@yahoo.com.br,(36) 99956-1691,59.0,SC
Fernanda Silva,carlos.costa@empresa.com,(78) 94280-1644,51.0,PR
Juliana Silva,juliana.almeida@gmail.com,(50) 91498-6352,73.0,SP
Carlos Costa,carlos.silva@empresa.com,(83) 93594-6997,63.0,PE
Eduardo Oliveira,fernanda.costa@gmail.com,(40) 90020-4822,49.0,RJ
Fernanda Almeida,eduardo.nascimento@hotmail.com,(49) 99334-3273,78.0,CE
Daniela Silva,carlos.araujo@yahoo.com.br,(99) 91103-4104,24.0,BA
Gustavo Ribeiro,igor.almeida@hotmail.com,(34) 90820-4352,38.0,RS
Carlos Lima,igor.souza@yahoo.com.br,(49) 92449-3780,,RS
Igor Souza,juliana.oliveira@empresa.com,(83) 95483-2550,25.0,PR
Daniela Oliveira,bruno.lima@empresa.com,(30) 94744-4679,56.0,RJ
Daniela Costa,helena.lima@empresa.com,(59) 95558-1248,64.0,RJ
Helena Silva,juliana.nascimento@yahoo.com.br,(46) 98997-5816,76.0,GO
Helena Souza,eduardo.almeida@hotmail.com,(95) 94814-6896,52.0,RS
Daniela Araujo,eduardo.ribeiro@gmail.com,(85) 99685-1113,60.0,SC
Igor Lima,ana.lima@yahoo.com.br,(34) 96533-6751,31.0,SP
Igor Oliveira,carlos.araujo@hotmail.com,(41) 92040-6597,66.0,BA
Carlos Nascimento,daniela.almeida@yahoo.com.br,(41) 94925-8675,74.0,RS
Fernanda Silva,bruno.almeida@yahoo.com.br,(57) 96864-5820,50.0,SP
Bruno Souza,igor.lima@empresa.com,(29) 97777-4332,52.0,SC
Gustavo Nascimento,helena.oliveira@yahoo.com.br,(84) 99792-7213,60.0,MG
Igor Silva,,(40) 92828-1988,62.0,SP
Juliana Oliveira,gustavo.souza@empresa.com,(25) 91482-3518,53.0,SC
Fernanda Costa,helena.oliveira@empresa.com,(68) 90148-5434,31.0,PE
Ana Oliveira,helena.costa@empresa.com,(70) 99404-7896,72.0,PE
Bruno Pereira,igor.silva@yahoo.com.br,(13) 99149-5619,21.0,PE
Ana Ribeiro,eduardo.costa@gmail.com,(69) 92155-5103,27.0,MG
Ana Araujo,carlos.araujo@gmail.com,(93) 97393-6039,50.0,RS
Ana Ribeiro,carlos.ribeiro@empresa.com,(88) 97231-3665,75.0,RJ
Juliana Souza,helena.ribeiro@yahoo.com.br,(87) 98912-2630,75.0,SP
Daniela Silva,juliana.nascimento@gmail.com,(97) 91829-7853,28.0,RJ
Juliana Nascimento,igor.araujo@hotmail.com,(16) 97957-5139,69.0,MG
Bruno Silva,helena.araujo@hotmail.com,(69) 95170-2191,30.0,GO
Helena Araujo,igor.nascimento@empresa.com,(70) 98041-9345,48.0,CE
Gustavo Lima,helena.almeida@hotmail.com,(26) 95991-2927,71.0,SC
Juliana Ribeiro,fernanda.lima@hotmail.com,,44.0,RS
Helena Pereira,eduardo.costa@gmail.com,(65) 95562-9244,37.0,PR
Helena Araujo,,(81) 97286-2256,65.0,PR
Eduardo Costa,,(60) 97814-5257,71.0,RS
Helena Almeida,bruno.pereira@yahoo.com.br,(68) 95587-4550,70.0,PE
Carlos Almeida,eduardo.silva@empresa.com,(59) 92419-8657,64.0,CE
Igor Costa,bruno.araujo@gmail.com,(15) 97060-7221,80.0,RJ
Daniela Oliveira,carlos.araujo@empresa.com,(88) 99763-7056,22.0,BA
Eduardo Oliveira,daniela.ribeiro@gmail.com,(53) 94681-1977,22.0,PE
Gustavo Lima,ana.costa@hotmail.com,(29) 99027-3440,25.0,BA
Carlos Costa,,(29) 94770-8434,62.0,CE
Ana Ribeiro,carlos.almeida@empresa.com,(62) 96727-7650,46.0,MG
Eduardo Oliveira,,(11) 92666-6024,,PE
Ana Almeida,juliana.pereira@gmail.com,(98) 94717-7004,,XX
Gustavo Nascimento,,(57) 91206-2839,66.0,RJ
Daniela Ribeiro,daniela.nascimento@empresa.com,(72) 95623-6211,18.0,SC
Carlos Costa,juliana.silva@gmail.com,(57) 98443-4549,31.0,CE
Daniela Ribeiro,bruno.oliveira@empresa.com,(95) 98643-3485,18.0,SC
Gustavo Ribeiro,eduardo.nascimento@yahoo.com.br,(54) 97212-1261,67.0,RS
Helena Almeida,,(56) 96899-6022,48.0,PR
Helena Ribeiro,,(27) 99938-6814,24.0,SP
Helena Costa,daniela.ribeiro@yahoo.com.br,(66) 93019-4515,51.0,RJ
Fernanda Costa,fernanda.ribeiro@gmail.com,(74) 95368-6267,78.0,SP
Gustavo Oliveira,bruno.souza@hotmail.com,(47) 93609-7743,49.0,RS
Igor Pereira,fernanda.ribeiro@yahoo.com.br,(48) 94597-4703,52.0,PR
Daniela Pereira,,(71) 99479-1201,72.0,MG
Daniela Araujo,carlos.oliveira@empresa.com,(74) 97763-8039,74.0,MG
Daniela Araujo,,(36) 98413-5431,23.0,SP
Fernanda Almeida,helena.silva@gmail.com,(22) 97028-8953,45.0,SC
Igor Ribeiro,gustavo.costa@empresa.com,(56) 97168-7500,28.0,MG
Fernanda Lima,,(28) 99192-5953,18.0,CE
Daniela Ribeiro,igor.silva@yahoo.com.br,(60) 94090-4541,44.0,GO
Carlos Almeida,fernanda.pereira@empresa.com,(97) 91450-9605,71.0,PE
Bruno Nascimento,bruno.ribeiro@empresa.com,(61) 94238-8672,48.0,GO
Helena Lima,ana.oliveira@hotmail.com,(81) 98996-1871,29.0,GO
Juliana Ribeiro,carlos.almeida@gmail.com,(36) 97135-8463,67.0,PE
Ana Pereira,eduardo.pereira@hotmail.com,(23) 97490-8484,56.0,SC
Daniela Costa,daniela.silva@hotmail.com,(90) 90388-3726,52.0,MG
Igor Oliveira,daniela.almeida@empresa.com,(24) 93865-1741,57.0,RJ
Gustavo Nascimento,carlos.almeida@gmail.com,(12) 91490-5560,39.0,RS
Gustavo Oliveira,,(19) 97089-3218,71.0,BA
Helena Silva,gustavo.oliveira@empresa.com,(48) 95051-1001,75.0,SP
Daniela Ribeiro,eduardo.lima@gmail.com,(13) 90519-4735,79.0,MG
Juliana Oliveira,,(26) 94968-8509,70.0,BA
Eduardo Araujo,gustavo.pereira@gmail.com,(29) 94972-4677,25.0,RJ
Carlos Ribeiro,,(61) 99610-7835,67.0,MG
Juliana Pereira,carlos.souza@yahoo.com.br,(94) 90323-6222,80.0,RJ
Carlos Ribeiro,daniela.nascimento@empresa.com,(17) 99199-3335,59.0,BA
Fernanda Almeida,ana.almeida@gmail.com,(17) 90475-7528,69.0,RS
Daniela Oliveira,igor.oliveira@empresa.com,(87) 92830-9234,68.0,SC
Helena Costa,,(35) 99492-6414,67.0,GO
Juliana Araujo,igor.silva@yahoo.com.br,(53) 96268-5148,69.0,MG
Igor Silva,gustavo.ribeiro@empresa.com,(28) 96408-1022,29.0,GO
Bruno Souza,,(95) 98722-2882,64.0,GO
Bruno Silva,eduardo.costa@gmail.com,(67) 96078-8567,43.0,GO
Ana Silva,juliana.nascimento@hotmail.com,(24) 91508-1067,74.0,SC
Fernanda Souza,fernanda.nascimento@hotmail.com,(45) 97491-5899,53.0,CE
Fernanda Costa,gustavo.ribeiro@hotmail.com,(92) 90715-6816,51.0,SP
Daniela Oliveira,daniela.costa@hotmail.com,(57) 98524-5624,30.0,RS
Daniela Lima,gustavo.costa@gmail.com,(76) 98310-3129,18.0,GO
Bruno Costa,eduardo.souza@gmail.com,(74) 91128-4030,24.0,MG
Juliana Costa,igor.silva@gmail.com,(17) 93057-8655,56.0,SP
Juliana Almeida,carlos.nascimento@gmail.com,(74) 92004-2191,58.0,PE
Helena Costa,igor.oliveira@hotmail.com,(65) 98427-6570,18.0,MG
Carlos Lima,fernanda.oliveira@gmail.com,,79.0,RJ
Eduardo Souza,,(54) 97254-4104,48.0,SP
Igor Oliveira,igor.nascimento@empresa.com,(39) 92844-9812,29.0,GO
Carlos Oliveira,gustavo.ribeiro@empresa.com,(52) 96140-3267,39.0,RJ
Gustavo Souza,juliana.silva@gmail.com,(43) 92155-9525,60.0,CE
Igor Araujo,fernanda.araujo@gmail.com,(70) 97670-2912,18.0,RJ
Gustavo Oliveira,eduardo.ribeiro@yahoo.com.br,(15) 92846-4176,32.0,SC
Igor Nascimento,,(58) 99182-3440,22.0,SC
Helena Lima,igor.lima@empresa.com,(99) 97313-9689,58.0,BA
Daniela Souza,carlos.nascimento@hotmail.com,(17) 98965-8535,53.0,GO
Carlos Almeida,igor.oliveira@hotmail.com,,58.0,PR
Bruno Silva,igor.lima@empresa.com,(49) 98049-3576,57.0,GO
Carlos Ribeiro,helena.silva@hotmail.com,(53) 92176-2463,80.0,PR
